SourceID,SMILES,PIC50,USED_AS
CHEMBL3323078,CCOC(=O)c1ccc(nc1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,5.79,Dev-set
CHEMBL221746,CCOC(=O)C1CCN(CC1)C(=N)c2ccc(C(=O)Nc3c(OC)cc(Cl)cc3C(=O)Nc4ccc(Cl)cn4)c(F)c2,7.3,Dev-set
CHEMBL1527567,CCOC(=O)CCCCCCC\C=C\C\C=C\C\C=C\CC,4.55,Dev-set
CHEMBL1393312,CCOC(=O)Cc1csc(NC(=S)NC(=O)C(C)(C)C)n1,5.6,Dev-set
CHEMBL218735,CCOC(=O)C1CCCN(C1)C(=N)c2ccc(cc2)C(=O)Nc3ccc(Cl)cc3C(=O)Nc4ccc(Cl)cn4,7.8,Dev-set
CHEMBL1204009,CCOC(=O)CCc(c1)ccc(c1C#N)OC[C@H](O)CNC(C)(C)Cc(c2)ccc(c23)cccc3,8.77,Dev-set
CHEMBL2336057,CCOC(=O)N1CCC(O)(CN2CC[C@@H](C2)N3C(=O)Cc4ccccc34)CC1,5.41,Dev-set
CHEMBL2407171,CCOC(=O)N1CCC(CN2CCC3(CC2)OC(=O)Nc4ncccc34)CC1,6.04,Dev-set
CHEMBL3310800,CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)NC)c4ncccc34)CC1,6.52,Dev-set
CHEMBL2407172,CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)Nc4ncccc34)CC1,5.55,Dev-set
CHEMBL2407170,CCOC(=O)N1CCC(CN2CCC3(CC2)OC(=O)N(C)c4ncccc34)CC1,5.83,Dev-set
CHEMBL998,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc4cccnc24)CC1,6.77,Dev-set
CHEMBL466222,CCOC(=O)N1CCC(C)(CC1)Sc2nc3cc(Cl)c(cc3[nH]2)N4CCN(CC)CC4,5.41,Dev-set
CHEMBL3289440,CCOC(=O)N1CCC(CN2CCC3(CC2)CN(c4ncccc34)S(=O)(=O)C)CC1,5.72,Dev-set
CHEMBL2407173,CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(C)c4ncccc34)CC1,5.6,Dev-set
CHEMBL1784516,CCNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7cccc(F)c7)c(Cl)cc1F,4.52,Dev-set
CHEMBL569832,CCNS(=O)(=O)c1ccc(cc1)c2ccc(CCN3CCC[C@H]3C)cc2,5.47,Dev-set
CHEMBL1834647,CCO[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3n[nH]c4ccc(cc34)C(F)(F)F,5.35,Dev-set
CHEMBL1688243,CCO[C@@H]1Cc2cc(ccc2[C@H]1N3CCN(C[C@@H]3C)C4(C)CCN(CC4)C(=O)c5c(C)ncnc5C)C(F)(F)F,5.35,Dev-set
CHEMBL3310801,CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)N)c4ncccc34)CC1,6.72,Dev-set
CHEMBL2407174,CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(CC)c4ncccc34)CC1,5.54,Dev-set
CHEMBL1822861,CCOC(=O)c1ccc(cc1)c2ccc(OCCCN3CCCCC3)cc2,8.1,Dev-set
CHEMBL3310799,CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)N(CC)CC)c4ncccc34)CC1,5.6,Dev-set
CHEMBL478834,CCOC(=O)N(Cc1ccccc1c2ccccc2)[C@H]3CCNC3,5.3,Dev-set
CHEMBL1957793,CCOC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c(Cl)c2,5.49,Dev-set
CHEMBL1939749,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3nc[nH]c3C)CC2)c4ccc(cc4)C(=O)N(C)CC,4.48,Dev-set
CHEMBL1939750,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3c[nH]c(C)n3)CC2)c4ccc(cc4)C(=O)N(C)CC,4.48,Dev-set
CHEMBL1939745,CCOC(=O)Nc1ccccc1[C@H](N2CCN(Cc3cscn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,5.06,Dev-set
CHEMBL1421775,CCOC(=O)N1CCN(CC1)C(=O)c2ccc(CN(c3ccc(C)c(C)c3)S(=O)(=O)C)cc2,5,Dev-set
CHEMBL2069930,CCOC(=O)N1CCN(Cc2noc(n2)c3cc(Cl)ccc3F)CC1,4.51,Dev-set
CHEMBL1939748,CCOC(=O)Nc1ccccc1[C@H](N2CCN(Cc3ccccn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,5,Dev-set
CHEMBL1256752,CCOC(=O)Nc1c(N)nc(cc1)NCc2ccc(F)cc2,4.85,Dev-set
CHEMBL2336055,CCOC(=O)N1CCC(CN2CC[C@@H](C2)N3C(=O)Cc4ccccc34)CC1,6.1,Dev-set
CHEMBL2336056,CCOC(=O)N1CCC(C)(CN2CC[C@@H](C2)N3C(=O)Cc4ccccc34)CC1,5.46,Dev-set
CHEMBL2336059,CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](CN3CC[C@@H](C3)N4C(=O)Cc5ccccc45)C2,5.62,Dev-set
CHEMBL218375,CCOC(=O)N1CCC(CC1)NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c4ccccc24,5,Dev-set
CHEMBL1939746,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3cscn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,5.27,Dev-set
CHEMBL1939747,CCOC(=O)Nc1ccc(cc1)[C@H](N2CCN(Cc3cscn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,5.14,Dev-set
CHEMBL3289442,CCOC(=O)N1CCC(C)(CN2CCC3(CC2)CN(c4ncccc34)S(=O)(=O)C)CC1,5.44,Dev-set
CHEMBL1939752,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3cccnc3)CC2)c4ccc(cc4)C(=O)N5CCC5,4.96,Dev-set
CHEMBL1485360,ClC(Cl)C#N,4.2,Dev-set
CHEMBL1447734,CCOc1ccccc1NC(=S)NC(=O)c2occc2,5.9,Dev-set
CHEMBL3703300,CCOc1cncc(c1)c2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2,5.24,Dev-set
CHEMBL424872,CCOc1nc(cc(N)c1C#N)C(=O)NCc2ccc(cc2)S(=O)(=O)C,4,Dev-set
CHEMBL209534,CCOc1nc(cc(N)c1C#N)C(=O)NCc2cccnc2,4,Dev-set
CHEMBL3408622,CCOc1nc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(c3)c(C)c(c5ccc(F)cn5)n4C6CCCCC6)ccc1\C=C\C(=O)O,5.85,Dev-set
CHEMBL3408617,CCOc1nc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ccc(F)cn6)n(C)c4c3)ccc1\C=C\C(=O)O,5.68,Dev-set
CHEMBL2069501,CCOCC1(COCC)N[C@H](Cc2c1[nH]c3ccccc23)c4nc(c[nH]4)c5ccccc5,6.75,Dev-set
CHEMBL1095198,CCOCCn1c(nc2ccccc12)[C@@H]3CCCN(C)C3,5,Dev-set
CHEMBL1095031,CCOCCn1c(nc2ccccc12)C3CCCN(C)C3,5.9,Dev-set
CHEMBL1094365,CCOCCn1nc(CC)c2nc(nc(Nc3cc(C)ccn3)c12)N4CCC(CC4)C(=O)O,5.96,Dev-set
CHEMBL1095510,CCOCCn1c(nc2ccccc12)C3CCCN(C3)C4CCOCC4,5.5,Dev-set
CHEMBL1095199,CCOCCn1c(nc2ccccc12)[C@H]3CCCN(C)C3,5,Dev-set
CHEMBL1097783,CCOCCn1nc(C)c2nc(NC3CCNCC3)nc(Nc4cc(C)ccn4)c12,5.55,Dev-set
CHEMBL1095202,CCOCCn1c(nc2ccccc12)[C@@H]3CCCN(C3)C4CCOCC4,5.68,Dev-set
CHEMBL261919,CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],4.3,Dev-set
CHEMBL1087493,CCOCCn1c(nc2ccccc12)N3CC[C@@H](C3)N(C)C,6.63,Dev-set
CHEMBL2146877,CCOc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N,6.17,Dev-set
CHEMBL3612801,CCOC(CN1CCN(CCc2ccc(C#N)c(OC)c2)CC1)c3ccc4C(=O)OCc4c3C,5.46,Dev-set
CHEMBL1834644,CCOC[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3nn(C)c4ccc(cc34)C(F)(F)F,5.25,Dev-set
CHEMBL3221486,CCOC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4cnc(C)cn4,4.3,Dev-set
CHEMBL3221485,CCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(C)cn4,4.2,Dev-set
CHEMBL3221495,CCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(Cl)cn4,5,Dev-set
CHEMBL3221504,CCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(cn4)C#N,4.7,Dev-set
CHEMBL3221498,CCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(F)cn4,4.2,Dev-set
CHEMBL3221501,CCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccccn4,4,Dev-set
CHEMBL3422954,CCOc1cc(C)c2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,8.92,Dev-set
CHEMBL1080585,CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)C(=O)O)cc(OCC)c1Cl,5,Dev-set
CHEMBL241330,CCOc1cc(CN2CCC(CC2)NC(=O)c3cccc(c3)S(=O)(=O)C)ccc1Cl,5.89,Dev-set
CHEMBL608151,CCOC[C@H]1[C@@H]2CNC[C@]12c3ccc(Cl)c(Cl)c3,5.38,Dev-set
CHEMBL1080584,CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)C(=O)N)cc(OCC)c1F,6.37,Dev-set
CHEMBL3221487,CCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4cnc(C)cn4,4.8,Dev-set
CHEMBL1079313,CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)S(=O)(=O)CC)ccc1OC,6.74,Dev-set
CHEMBL1080586,CCOc1cc(CN2CCC(CC2)Nc3oc4cc(ccc4n3)C(=O)O)ccc1Cl,5,Dev-set
CHEMBL1095678,CCOCCn1c(nc2ccccc12)C3CCCN(C3)C4CCCCC4,5,Dev-set
CHEMBL1946017,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccnc4,5.89,Dev-set
CHEMBL1946620,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3cscn3)CC2)c4ccccn4,4.8,Dev-set
CHEMBL339457,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3cccc(F)c3,5.52,Dev-set
CHEMBL1946619,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccn3,4.48,Dev-set
CHEMBL563700,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCCNC3)Oc4ccccc24,4.9,Dev-set
CHEMBL563893,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCCNCC3)Oc4ccccc24,4.93,Dev-set
CHEMBL494275,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCN(C)CC3)Oc4ccccc24,6.12,Dev-set
CHEMBL494472,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCN(CC)CC3)Oc4ccccc24,5.74,Dev-set
CHEMBL523507,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4c(O)cccc24,4.74,Dev-set
CHEMBL557121,CCN(CC)C(=O)c1ccc(cc1)C2CC3(CCNCC3)Oc4ccccc24,5.29,Dev-set
CHEMBL494479,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccc(O)cc24,4.7,Dev-set
CHEMBL556439,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNC3)Oc4ccccc24,5.19,Dev-set
CHEMBL494462,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,5.1,Dev-set
CHEMBL494274,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCN(CC3)C(=O)C)Oc4ccccc24,4.32,Dev-set
CHEMBL557257,CCN(CC)C(=O)c1ccc(cc1C)C2=CC3(CCNCC3)Oc4ccccc24,5.35,Dev-set
CHEMBL494480,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4cccc(O)c24,4.11,Dev-set
CHEMBL2048869,CCOc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3,4.52,Dev-set
CHEMBL367700,CCOc1ccc(Cc2cc(C3CCN(C[C@H]4CN(C[C@@H]4c5cccc(F)c5)[C@H]([C@@H](C)CC)C(=O)O)CC3)n(CC)n2)cc1,4.8,Dev-set
CHEMBL570805,CCOc1ccc(CCN2[C@H](CN(NS(=O)(=O)C)C2=O)c3ccc(OC)cc3)cc1,4.91,Dev-set
CHEMBL2204249,CCOc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,4.84,Dev-set
CHEMBL1951779,CCOc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,7.52,Dev-set
CHEMBL237394,CCOc1ccc(nn1)n2ncc(c2C)c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3,4.98,Dev-set
CHEMBL1964945,CCOc1ccc2nc(\N=C\c3nc(oc3O)c4ccc(Br)cc4)sc2c1,6.8,Dev-set
CHEMBL1989453,CCOc1ccc2nc(\N=C\c3nc(oc3O)c4ccccc4)sc2c1,5.8,Dev-set
CHEMBL565755,CCOc1ccc2nc(N)sc2c1,4.55,Dev-set
CHEMBL3605140,CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,6.4,Dev-set
CHEMBL551471,CCOc1ccccc1C(=O)N(CC2CCC2)[C@H]3CCNC3,4.77,Dev-set
CHEMBL456808,CCOc1cccc(c1)c2cccc(c2)N3C=C(C(=O)NC(C)C)C(=O)c4cccnc34,5.57,Dev-set
CHEMBL1389047,CCOc1ccc2nc(sc2c1)N3C(=S)N\C(=C/c4ccccc4)\C3=O,6.4,Dev-set
CHEMBL3185008,CCOc1cccc(NC(=O)c2cccc(NC(=O)C3CCCC3)c2)c1,6,Dev-set
CHEMBL1518265,CCOc1ccc2nc(sc2c1)N3C(=S)N\C(=C/c4ccc(Cl)cc4)\C3=O,5.9,Dev-set
CHEMBL1520725,CCOc1ccccc1NC(=O)C(=O)CC(=O)c2ccc(OC)cc2,5.5,Dev-set
CHEMBL3218912,CCOc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C[C@H]5CCCO5)C4)C(=O)c3n2)c6cccnc6C,4.85,Dev-set
CHEMBL481806,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,4.64,Dev-set
CHEMBL160929,ClC(Cl)(Cl)C(Cl)(Cl)Cl,4.4,Dev-set
CHEMBL556539,CCSc1ccccc1C(=O)N(CC2CCC2)[C@H]3CCNC3,5.12,Dev-set
CHEMBL1950488,CCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCOC5,4.6,Dev-set
CHEMBL363207,ClC(=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2)Cl,4.7,Dev-set
CHEMBL3233184,CCS(=O)(=O)C[C@@H]1C[C@@H](CC[C@@H]1N2CC[C@H](NC(=O)c3cccc(c3)C(F)(F)F)C2=O)N(C)C(C)C,4.1,Dev-set
CHEMBL3233185,CCS(=O)(=O)C[C@@H]1C[C@@H](CC[C@@H]1N2CC[C@H](NC(=O)c3cccc(c3)c4ccccc4)C2=O)N(C)C(C)C,4.22,Dev-set
CHEMBL500945,CCSc1ncccc1C(=O)N2CC[C@H](NCc3cncn3Cc4ccc(cc4)C#N)C2=O,4.85,Dev-set
CHEMBL1824038,CCS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,4,Dev-set
CHEMBL3417043,Clc1ccc(c(Cl)c1)n2cc(NCCN3CCCCC3)nn2,5.31,Dev-set
CHEMBL1774024,Clc1ccc(C[C@@H](NC(=O)C2(CC2)c3ccc(Cl)cc3)C(=O)N[C@H]4C[C@H]5CC[C@@H](C4)N5)cc1,5.8,Dev-set
CHEMBL1774023,Clc1ccc(C[C@@H](NC(=O)Cc2ccc(Cl)cc2)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4)cc1,5.4,Dev-set
CHEMBL555563,Clc1ccc(cc1)[C@H](OC2CN(C2)C(=O)N3CCCCC3)c4cccnc4Cl,4.51,Dev-set
CHEMBL362863,CCS(=O)(=O)Nc1cccc(c1)C(=C2CCCCC2)c3c[nH]cn3,4.85,Dev-set
CHEMBL1221852,CCS(=O)(=O)N1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cn4,5,Dev-set
CHEMBL524352,Clc1cc2CN3CC[C@@H](NCc4cncn4Cc5ccc(C#N)c(Oc(c1)c2)c5)C3=O,6.66,Dev-set
CHEMBL1950351,CCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCOCC5,5.51,Dev-set
CHEMBL1332314,CCOP(=S)(OCC)SCCSCC,6,Dev-set
CHEMBL541585,Clc1c(O)c(O)cc(c12)C(CN(C)CC2)c3cc(Cl)ccc3,4.9,Dev-set
CHEMBL544115,Clc1c(O)c(O)cc(c12)C(CN(CC2)CC=C)c3ccccc3,5.1,Dev-set
CHEMBL1256646,Clc1c(O)c(O)cc(c12)C(CNCC2)c3ccc(O)cc3,4.95,Dev-set
CHEMBL553503,Clc1c(O)c(O)cc(c12)C(CNCC2)c3ccccc3,5.55,Dev-set
CHEMBL1670,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,5.25,Dev-set
CHEMBL388676,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,4.6,Dev-set
CHEMBL44072,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,4.45,Dev-set
CHEMBL196590,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,4.65,Dev-set
CHEMBL1800168,CCS(=O)(=O)c1ccc2c(c1)nc(n2CC3CC3)C(C)(C)C,5.59,Dev-set
CHEMBL3358954,CCS(=O)(=O)c1cc2cc(C[C@](O)(CC(C)(C)c3ccc(F)cc3C(=O)N)C(F)(F)F)[nH]c2cn1,4.52,Dev-set
CHEMBL1406292,CCOP(=S)(OCC)SCSC(C)(C)C,4.4,Dev-set
CHEMBL3124985,CCS(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)c3ccc(nc3)C(F)(F)F,5.43,Dev-set
CHEMBL194399,ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl,4.55,Dev-set
CHEMBL24983,ClC1=C(Cl)c2ccccc2C(=O)O1,5.55,Dev-set
CHEMBL3358953,CCS(=O)(=O)c1cc2cc(C[C@](O)(CC(C)(C)c3ccccc3C(=O)N)C(F)(F)F)[nH]c2cn1,4.52,Dev-set
CHEMBL2441421,Clc1c(CCN2CCN(CC2)C(=O)Cc3ccc(cc3)n4cnnn4)ccc5C(=O)OCc15,4.77,Dev-set
CHEMBL575474,Clc1cc2sc(nc2cn1)N3CCC(CC3)N4CCCCC4,5.16,Dev-set
CHEMBL393718,CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)S(=O)(=O)N)ccc1OC,5.46,Dev-set
CHEMBL236587,CCOc1cc(CN2CCC(CC2)Nc3oc4ccccc4n3)ccc1OC,7,Dev-set
CHEMBL60889,CCOc1cc(N)c(Cl)cc1C(=O)NCC2CN(Cc3ccc(F)cc3)CCO2,5.32,Dev-set
CHEMBL2023927,CCOc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCCCC4)nn3,4.9,Dev-set
CHEMBL2151325,CCOc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1,4.49,Dev-set
CHEMBL3612926,CCOc1cc(ncc1C#N)C(O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2,5.11,Dev-set
CHEMBL521096,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1N4CCN(C)CC4,4.82,Dev-set
CHEMBL2409309,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1C4CCN(C)CC4,4.96,Dev-set
CHEMBL2409313,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)C(=O)C4,4.52,Dev-set
CHEMBL2023802,CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC,4.12,Dev-set
CHEMBL2409312,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(CCO)CC4,4.52,Dev-set
CHEMBL520431,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCCN(C)CC4,5.22,Dev-set
CHEMBL481008,CCOc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3Cl)c2cc1N4CCN(C)CC4,5.1,Dev-set
CHEMBL481717,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCC(O)CC4,4.77,Dev-set
CHEMBL1801192,CCOc1ccc(c(F)c1)n2nc3c(nnc(C)c3c2C)N4CC(C4)OC,5.22,Dev-set
CHEMBL2409310,CCOc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3Cl)c2cc1C4CCN(C)CC4,5.4,Dev-set
CHEMBL463210,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,4.3,Dev-set
CHEMBL523535,Clc1cc(Cl)cc(c1)C(=O)NCC2CCN(Cc3ccc(Br)nc3)CC2,6.18,Dev-set
CHEMBL3581787,Clc1cc(Cl)cc(c1)C(=O)NCCCNc2nc3ccccc3[nH]2,5.93,Dev-set
CHEMBL194400,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,4.5,Dev-set
CHEMBL2031880,Clc1cc(ccc1C(=O)N2CCCC2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3,5.03,Dev-set
CHEMBL1560541,Clc1ccc(c(Cl)c1)C(Cl)(Cl)Cl,4.7,Dev-set
CHEMBL204828,Clc1cc2OC(=CC(=O)c2cc1Cl)C(=O)NC3CCN(Cc4ccc5OCOc5c4)CC3,8.85,Dev-set
CHEMBL3402044,Clc1cc(Cl)cc(c1)C(=O)Nc2cccc(c2)c3nc4ccccc4[nH]3,4.83,Dev-set
CHEMBL1836161,Clc1cc(Cl)cc(c1)C(=O)NCC2(CCN(CCc3ccccc3)CC2)C#N,6.44,Dev-set
CHEMBL1089681,Clc1cc(Cl)cc(CNC(=O)N(C2CCN(CC2)C3CCCC3)c4ccc(Br)cc4)c1,7.21,Dev-set
CHEMBL2333647,Clc1cc(COCC2(CCNCC2)c3ccccc3)cc(Cl)n1,4.48,Dev-set
CHEMBL1323822,Clc1cc(NC(=S)NC(=O)c2cccs2)ccc1N3CCCCC3,6.7,Dev-set
CHEMBL1092134,Clc1cc2[nH]nc(NC(=O)Nc3ccccc3)c2cc1c4ccccc4,5,Dev-set
CHEMBL2441428,Clc1cc(CCN2CCN(CC2)C(=O)Cc3ccc(cc3)n4cnnn4)cc5COC(=O)c15,5.47,Dev-set
CHEMBL2146874,Clc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N,6.92,Dev-set
CHEMBL196537,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,4.45,Dev-set
CHEMBL561512,Clc1cc(Cl)cc(c1)N2CCN(CCN3Cc4ccccc4C3)C2=O,5.8,Dev-set
CHEMBL1802915,CN(C[C@H]1COCCO1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5,4.52,Dev-set
CHEMBL3086043,Clc1ccc(cc1)C(NC(=O)[C@@H]2CC[C@H](C[C@H]2c3ccc(Br)cc3)N4CCOCC4)c5ncccn5,5.92,Dev-set
CHEMBL3318978,Clc1ccc(cc1)C2(CC2)c3nnc4c(cccn34)C5CC5,4.22,Dev-set
CHEMBL553238,Clc1ccc(CN2CCN(CCN3Cc4ccccc4C3)C2=O)cc1,5.7,Dev-set
CHEMBL560650,Clc1ccc(CN2CCN(CCN3Cc4ccccc4C3)C2=O)cc1Cl,6.1,Dev-set
CHEMBL195235,Clc1ccc(cc1)c2nc(COc3ccccc3C(=O)N4CCCC4)cs2,5.01,Dev-set
CHEMBL195180,Clc1ccc(cc1)c2nc(COc3ccccc3CN4CCCCCCC4)cs2,7.52,Dev-set
CHEMBL3086039,Clc1ccc(cc1)C(NC(=O)[C@@H]2CC[C@H](C[C@H]2c3ccc(Br)cc3)N4CCOCC4)c5ccncc5Cl,6.16,Dev-set
CHEMBL3086042,Clc1ccc(cc1)C(NC(=O)[C@@H]2CC[C@H](C[C@H]2c3ccc(Br)cc3)N4CCOCC4)c5cnccn5,6,Dev-set
CHEMBL3417066,Clc1ccc(Cn2cc(NCCN3CCCCCC3)nn2)cc1Cl,5.41,Dev-set
CHEMBL3417063,Clc1ccc(Cn2cc(NCCN3CCOCC3)nn2)cc1Cl,5,Dev-set
CHEMBL2036755,Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(CCc4ccccc4)C3)CC2)cc1Cl,6.52,Dev-set
CHEMBL790,Clc1ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc2ccc(Cl)cc2)cc1,4.55,Dev-set
CHEMBL233046,Clc1ccc(CNc2nc(nc3ncccc23)N4CCN(CC4)C(=O)[C@@H]5CCCCN5)c(Cl)c1,4.52,Dev-set
CHEMBL1642475,Clc1ccc(COC2=CC(=O)N(C=C2)c3ccc(OCCN4CCCC4)cc3)cc1,8.77,Dev-set
CHEMBL3699572,Clc1ccc(Cn2c(nc3cc(Cl)c(Cl)cc23)C4=CNC(=O)C=C4)cc1Cl,5.3,Dev-set
CHEMBL3417058,Clc1ccc(Cn2cc(NCCN3CCCCC3)nn2)cc1Cl,5.66,Dev-set
CHEMBL561128,Clc1ccc(cc1)C2CCN(CCN3CCN(C3=O)c4cccc(Cl)c4)CC2,8.1,Dev-set
CHEMBL2321999,Clc1ccc(cc1Cl)[C@@H]2CNCC=CC2,4.68,Dev-set
CHEMBL1813474,Clc1ccc(cc1Cl)[C@]23CCC[C@H]2CNC3,5.19,Dev-set
CHEMBL86304,Clc1ccc(cc1)C(=O)NCCN2CCOCC2,4.1,Dev-set
CHEMBL416898,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,5,Dev-set
